Assembly,State_Name,Party_Name,Party_Type,Party_ID,Frequent_Abbreviation,Last_Abbreviation,Abbreviations,Start_Year,Last_Year,No_Assemblies_Contested,Assemblies_Contested,Candidates_Contested,Candidates_Represented,Females_Contested,Females_Represented,SC_Seats_Contested,SC_Seats_Represented,ST_Seats_Contested,ST_Seats_Represented,BiPoll_Contested
Lok_Sabha,Haryana,Vanchit Jamat Party,Local Party,8471,VAJP,VAJP,VAJP,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Sahara Party,Local Party,6782,RASAP,RASAP,RASAP,2009,2019,2,15|17,3,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,United Women Front,Local Party,8418,UWF,UWF,UWF,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bharathiya Congress,Local Party,1341,BHC,BC(M),BHC,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Dehat Morcha Party,Local Party,6447,RDMP,RDMP,RDMP,2009,2009,1,15,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Kranti Kari Jai Hind Sena,Local Party,4894,KKJHS,KKJHS,KKJHS,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Jawan Kisan Morcha,Local Party,4618,JKM,JKM,JKM,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,All India Forward Bloc  (Subhasist),Local Party,14161,AIFB(S),AIFB(S),AIFB(S),2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Naujawan Dal,Local Party,12200,RND,RND,RND,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtrawadi Sena,Local Party,6394,RWS,RWS,RWS,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Jai Jawan Jai Kisan Mazdoor Congess,Local Party,4030,JJJKMC,JJJKMC,JJJKMC,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Jan  Adhikar Party,Local Party,12088,RJAP,RJAP,RJAP,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,All India Raksha Party,Local Party,747,AIRP,AIRP,AIRP,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Janata Uday Party,Local Party,11336,JUP,JUP,JUP,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Expanded Party name not released by the ECI,,17972,BSMP,BSMP,BSMP,2011,2011,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Expanded Party name not released by the ECI,,17991,SB P,SB P,SB P,2011,2011,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Loktantrik Jan Samta Party,,5182,LJSP,LJSP,LJS P,2011,2011,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Expanded Party name not released by the ECI,,17982,LPP(D.C),LPP(D.C),LPP(D.C),2011,2011,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Republican Backward Congress,Local Party,6928,RBC,RBC,RBC,2011,2014,2,15|16,2,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Dalit Kranti Dal,,2884,DKD,DKD,DKD,2011,2011,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Haryana,Aam Aadmi Party,State-based Party,13,AAAP,AAAP,AAAP,2014,2019,2,16|17,13,0,1,0,3,0,0,0,0
Lok_Sabha,Haryana,None of the Above,NOTA,5897,NOTA,NOTA,NOTA,2014,2019,2,16|17,20,0,0,0,4,0,0,0,0
Lok_Sabha,Haryana,Bhartiya Shakti Chetna Party,Local Party,2047,BSCP,BSCP,BSCP,2014,2019,2,16|17,9,0,0,0,3,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Karmyog Party,Local Party,16423,RAKP,RAKP,RAKP,2014,2014,1,16,2,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,All India Trinamool Congress,State-based Party,18228,AITC,AITC,AITC,2014,2014,1,16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Lok Parivartan Party(DC),Local Party,16231,LPR,LPR,LPR,2014,2014,1,16,3,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Indian Bahujan Sandesh Party (Kanshiram),Local Party,16060,IBSPK,IBSPK,IBSPK,2014,2014,1,16,2,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,National Janhit Congress (AB),Local Party,5609,NAJC,NAJC,NAJC,2014,2014,1,16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bharatiya Inqalab Party,Local Party,1403,BIP,BIP,BIP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Jan Morcha,Local Party,4139,JM,JM,JM,2014,2014,1,16,1,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,Vanchitsamaj Insaaf Party,Local Party,8480,VIP,VIP,VIP,2014,2014,1,16,1,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,Bharatiya Sant Mat Party,Local Party,1840,BhSMP,BhSMP,BhSMP,2014,2014,1,16,2,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,"Rashtrawadi Parivartan Party (L.B,)",Local Party,6388,RPP(LB),RPP(LB),RPP(LB),2014,2014,1,16,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Bahujan Mukti Party,Local Party,1074,BMUP,BMUP,BMUP,2014,2019,2,16|17,9,0,0,0,2,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Janshakti Party(Eklavya),Local Party,6587,RJP(E),RJP(E),RJP(E),2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtravadi Janata Party,Local Party,6362,RVNP,RVNP,RVNP,2014,2014,1,16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Poorvanchal Rashtriya Congress,Local Party,6098,PHRC,PHRC,PHRC,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Bahujan Hitay Party,Local Party,6440,RBHP,RBHP,RBHP,2014,2014,1,16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Jatigat Aarakshan Virodhi Party,Local Party,16422,RJAVP,RJAVP,RJAVP,2014,2019,2,16|17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,National Loktantrik Party,Local Party,5631,NLP,NLP,NLP,2014,2014,1,16,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Ulama Council,Local Party,6870,RUC,RUC,RUC,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,RASHTRIYA MORCHA PARTY,Local Party,16437,RMOP,RMOP,RMOP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Hindustan Kranti Dal,Local Party,16018,hkd,hkd,hkd,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Bahujan Congress Party,Local Party,6431,RBCP,RBCP,RBCP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Janata Dal  (United),State-based Party,11002,JD(U),JD(U),JD(U),2014,2014,1,16,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Akhil Bharatiya Hind Kranti Party,Local Party,402,ABHKP,ABHKP,ABHKP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,All India Peoples' Front (Radical),Local Party,15661,AIPF,AIPF,AIPF,2014,2014,1,16,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Aarakshan Virodhi Party,Local Party,53,AVIRP,AVIRP,AVIRP,2014,2019,2,16|17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Pragatishil Samajwadi Party (Lohia),,17283,PSPL,PSPL,PSPL,2019,2019,1,17,8,0,1,0,2,0,0,0,0
Lok_Sabha,Haryana,Peoples Party of India (Democratic),,6054,PPID,PPID,PPID,2019,2019,1,17,6,0,0,0,2,0,0,0,0
Lok_Sabha,Haryana,Aapki Apni Party (Peoples),,18403,AAPP,AAPP,AAPP,2019,2019,1,17,8,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Lokswaraj Party,,6713,RasLP,RasLP,RasLP,2019,2019,1,17,6,0,0,0,2,0,0,0,0
Lok_Sabha,Haryana,Jannayak Janta Party,,18457,JNJP,JNJP,JNJP,2019,2019,1,17,7,0,1,0,1,0,0,0,0
Lok_Sabha,Haryana,Navnirman Party,,24526,NNMP,NNMP,NNMP,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Bhartiya Jan Samman Party,,18782,BJSAP,BJSAP,BJSAP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bharat Prabhat Party,,18101,BHAPRAP,BHAPRAP,BHAPRAP,2019,2019,1,17,5,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Revolutionary Marxist Party of India,,7200,RMPOI,RMPOI,RMPOI,2019,2019,1,17,1,0,0,0,1,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Bhagidari Samaj Party,,18465,RABSP,RABSP,RABSP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bhartiya Janraj Party,,18464,BHTJP,BHTJP,BHTJP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Sapaks Party,,18322,SPAKP,SPAKP,SPAKP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Samajik Nyaya Party,,7325,SNP,SNP,SNP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Jai Jawan Jai Kisan Party,,4033,JJJKP,JJJKP,JJJKP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Aadarsh Janata Sewa Party,,1,AJNSP,AJNSP,AJNSP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Loktanter Suraksha Party,,24516,LTSP,LTSP,LTSP,2019,2019,1,17,2,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Mahila & Yuva Shakti Party,,24518,MYSP,MYSP,MYSP,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Mazdoor Ekta Party,Local Party,6747,RMEP,RMEP,RMEP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bahujan Maha Party,,1060,BAHUMP,BAHUMP,BAHUMP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Dalit Soshit Pichhara Varg  Adhikar Dal,,2893,DSPVAD,DSPVAD,DSPVAD,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtriya Rashtrawadi Party,Local Party,16442,RRP,RRP,RRP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Rashtra Nirman Party,,6344,RaNP,RaNP,RaNP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Voters Party,Local Party,8515,VoP,VoP,VoP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Daksha Party,,24365,DKSP,DKSP,DKSP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Bhartiya Kisan Party,,1979,BKNP,BKNP,BKNP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Hind Congress Party,,3223,HCP,HCP,HCP,2019,2019,1,17,1,0,1,0,0,0,0,0,0
Lok_Sabha,Haryana,Adim Bhartiya Dal,,24366,ABD,ABD,ABD,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Lokpriya Samaj Party,Local Party,5160,LPSP,LPSP,LPSP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Republican Party of India Ektavadi,Local Party,7165,RPIE,RPIE,RPIE,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Haryana,Tola Party,,8336,ToP,ToP,ToP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,CONGRESS,National Party,3482,INC,INC,INC|INC(I),1962,2019,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,65,35,7,3,15,10,0,0,3
Lok_Sabha,Himachal_Pradesh,Bharatiya Janata Party,National Party,1605,BJP,BJP,BJP,1984,2019,10,8|9|10|11|12|13|14|15|16|17,41,25,0,0,8,3,0,0,3
Lok_Sabha,Himachal_Pradesh,Bharatiya Lok Dal,National Party,1711,BLD,BLD,BLD,1977,1977,1,6,4,4,0,0,1,1,0,0,0
Lok_Sabha,Himachal_Pradesh,Himachal Vikas Congress,Local Party,10389,HVC,HVC,HVC,1998,1999,2,12|13,5,1,0,0,2,1,0,0,0
Lok_Sabha,Himachal_Pradesh,Swatantara Party,National Party,12923,SWA,SWA,SWA,1962,1971,3,3|4|5,4,0,1,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Bharatiya Jan Sangh,National Party,4152,BJS,BMUP,JS|BJS,1962,1971,3,3|4|5,7,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Independent,Independents,10809,IND,IND,IND,1962,2019,15,3|4|5|6|7|8|9|10|11|12|13|14|15|16|17,180,0,5,0,16,0,0,0,6
Lok_Sabha,Himachal_Pradesh,Republican,State-based Party,6921,REP,REP,REP,1962,1962,1,3,1,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Praja Socialist Party,National Party,6168,PSP,PSP,PSP,1967,1967,1,4,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,PREPUBLICAN PARTY OF INDIA,State-based Party,6911,RPI,RPI,RPI,1967,1967,1,4,1,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Communist Part of India,State-based Party,2444,CPI,CPI,CPI,1967,1999,10,4|5|6|7|8|9|10|11|12|13,10,0,0,0,2,0,0,0,0
Lok_Sabha,Himachal_Pradesh,COMMUNIST MARXIST PARTY OF INDIA,State-based Party,14635,CPM,CPIM,CPM,1967,2019,7,4|6|9|11|15|16|17,8,0,0,0,2,0,0,0,0
Lok_Sabha,Himachal_Pradesh,INDIAN NATIONAL CONGRESS (ORG),National Party,3805,NCO,NCO,NCO,1971,1971,1,5,3,0,1,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,LOK RAJ PARTY HIMACHAL PRADESH,Local Party,14849,LRP,LRP,LRP,1971,1971,1,5,2,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Janata Party,National Party,4406,JNP,JP,JNP|JNP (JP)|JP,1980,1996,5,7|8|9|10|11,13,0,0,0,3,0,0,0,0
Lok_Sabha,Himachal_Pradesh,JANTA PARTY (SECULAR),National Party,15079,JNP(S),JNP(S),JNP(S),1980,1980,1,7,3,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Indian National Congress (U),National Party,3823,INC(U),INC(U),INC(U),1980,1980,1,7,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Lok Dal,National Party,4996,LKD,LD,LKD,1984,1984,1,8,1,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,INDIAN CONGRESS (J),State-based Party,15232,ICJ,ICJ,ICJ,1984,1984,1,8,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Janata Dal,National Party,4217,JD,JD,JD,1989,1998,4,9|10|11|12,10,0,0,0,4,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Door Darshi Party,Local Party,15197,DDP,DDP,DDP,1989,1991,2,9|10,8,0,1,0,2,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Bahujan Samaj Party,State-based Party,16651,BSP,BSP,BSP,1989,2019,8,9|11|12|13|14|15|16|17,24,0,0,0,5,0,0,0,0
Lok_Sabha,Himachal_Pradesh,PROUSTISH BLOC OF INDIA,Local Party,14876,PBI,PBI,PBI,1991,1991,1,10,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Jan Parishad,National Party,11238,JNP,JPS,JNP,1991,1991,1,10,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,India Congress (Socialist- Sarat Chandra Sinha),National Party,3411,ICS(SCS),ICS(SCS),ICS(SCS),1991,1991,1,10,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Indian Congres (Socialist),State-based Party,3372,ICS,ICS,ICS,1996,1996,1,11,3,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Samajwadi Party,State-based Party,7425,SP,SP,SP,1996,2014,6,11|12|13|14|15|16,10,0,2,0,2,0,0,0,0
Lok_Sabha,Himachal_Pradesh,ALL INDIA INDIRA CONGRESS (TIW ARI),State-based Party,8871,AIIC(T),AIIC(T),AIIC(T),1996,1996,1,11,2,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,shiv sena,State-based Party,18691,SHS,SHS,SHS,1996,2014,3,11|15|16,7,0,1,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,RASHTRIYA NAYAY PARTY,Local Party,12201,RNP,RNP,RNP,1996,1996,1,11,2,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Samata Party,National Party,7575,SAP,SAP,SAP,1996,1996,1,11,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,All India Rashtriya Janata Party,Local Party,8896,AIRJP,AIRJP,AIRJP,1998,1998,1,12,3,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Janata Dal  (Secular),State-based Party,10979,JD(S),JD(S),JD(S),1999,2004,2,13|14,3,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,National Congress Party,State-based Party,5792,NCP,NCP,NCP,1999,1999,1,13,3,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Expanded Party name not released by the ECI,,17971,BS,BS,BS,2008,2008,1,14,1,0,0,0,0,0,0,0,1
Lok_Sabha,Himachal_Pradesh,Lok Jan Shakti Party,State-based Party,5029,LJP,LJP,LJP,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Rashtrawadi Sena,Local Party,6394,RWS,RWS,RWS,2009,2009,1,15,3,0,1,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Rashtriya Raksha Dal,Local Party,6776,RRD,RRD,RRD,2009,2009,1,15,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Peoples Representation for Identity and Status of Mizoram (PRISM) Party,Local Party,11945,PRISM,PRISMP,PRISM,2013,2013,1,15,1,0,0,0,0,0,0,0,1
Lok_Sabha,Himachal_Pradesh,Aam Aadmi Party,State-based Party,13,AAAP,AAAP,AAAP,2014,2014,1,16,4,0,1,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,None of the Above,NOTA,5897,NOTA,NOTA,NOTA,2014,2019,2,16|17,8,0,0,0,2,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Himachal Swabhiman Party,Local Party,3219,HiSP,HiSP,HiSP,2014,2014,1,16,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Bahujan Mukti Party,Local Party,1074,BMUP,BMUP,BMUP,2014,2019,2,16|17,3,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Navbharat Ekta Dal,,5820,NED,NED,NED,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Himachal Jan Kranti Party,,24367,HIMJKP,HIMJKP,HIMJKP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Swabhiman Party,,8163,SWAP,SWAP,SWAP,2019,2019,1,17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Ambedkarite Party of India,Local Party,880,APoI,APoI,APoI,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Bhartiya Shakti Chetna Party,Local Party,2047,BSCP,BSCP,BSCP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Rashtriya Azad Manch,,6427,RADM,RADM,RADM,2019,2019,1,17,2,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Peoples Party of India (Democratic),,6054,PPID,PPID,PPID,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Himachal_Pradesh,All India Forward Bloc,State-based Party,3040,FBL,AIFB,AIFB,2019,2019,1,17,3,0,0,0,1,0,0,0,0
Lok_Sabha,Himachal_Pradesh,Satya Bahumat Party,,18273,SatBP,SatBP,SatBP,2019,2019,1,17,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,CONGRESS,National Party,3482,INC,INC,INC|INC(I),1967,2019,13,4|5|6|7|8|9|11|12|13|14|15|16|17,57,30,1,1,0,0,0,0,3
Lok_Sabha,Jammu_&_Kashmir,J & K NATIONAL CONFERENCE,State-based Party,11089,JKN,JKN,JKN|NC,1967,2019,11,4|6|7|8|9|12|13|14|15|16|17,49,29,2,2,0,0,0,0,2
Lok_Sabha,Jammu_&_Kashmir,Bharatiya Janata Party,National Party,1605,BJP,BJP,BJP,1984,2019,9,8|9|11|12|13|14|15|16|17,43,11,3,0,0,0,0,0,1
Lok_Sabha,Jammu_&_Kashmir,Independent,Independents,10809,IND,IND,IND,1967,2019,13,4|5|6|7|8|9|11|12|13|14|15|16|17,453,6,19,0,0,0,0,0,16
Lok_Sabha,Jammu_&_Kashmir,Jammu & Kashmir Peoples Democratic Party,Local Party,11133,JKPDP,JKPDP,JKPDP|PDP,2002,2019,5,13|14|15|16|17,19,4,3,2,0,0,0,0,2
Lok_Sabha,Jammu_&_Kashmir,Indian National Congress (U),National Party,3823,INC(U),INC(U),INC(U),1980,1980,1,7,2,1,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Janata Dal,National Party,4217,JD,JD,JD,1989,1998,3,9|11|12,8,1,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Bharatiya Jan Sangh,National Party,4152,BJS,BMUP,BJS,1967,1971,2,4|5,6,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,DEMOCRATIC NATIONAL CONFERENCE,Local Party,2920,DNC,DNC,DNC,1967,1967,1,4,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,AKALI DAL,State-based Party,16994,SAD,SAD,SAD,1971,1971,1,5,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Praja Socialist Party,National Party,6168,PSP,PSP,PSP,1971,1971,1,5,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Bharatiya Lok Dal,National Party,1711,BLD,BLD,BLD,1977,1977,1,6,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Janata Party,National Party,4406,JNP,JP,JNP|JNP (JP)|JP,1980,1999,3,7|9|13,6,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,JAMMU & KASHMIR PANTHERS PARTY,Local Party,15276,JPP,JPP,JPP,1984,1996,3,8|9|11,8,0,0,0,0,0,0,0,1
Lok_Sabha,Jammu_&_Kashmir,Lok Dal,National Party,4996,LKD,LD,LKD,1984,1984,1,8,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Jammu & Kashmir People Conference,Local Party,4099,JPC,JPC,JKP|JPC,1984,2019,4,8|15|16|17,6,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,PROUSTISH BLOC OF INDIA,Local Party,14876,PBI,PBI,PBI,1989,1989,1,9,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Bahujan Samaj Party,State-based Party,16651,BSP,BSP,BSP,1989,2019,8,9|11|12|13|14|15|16|17,24,0,0,0,0,0,0,0,1
Lok_Sabha,Jammu_&_Kashmir,ALL INDIA INDIRA CONGRESS (TIW ARI),State-based Party,8871,AIIC(T),AIIC(T),AIIC(T),1996,1996,1,11,3,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Jammu And Kashmir Awami League,Local Party,4107,JKAL,JKAL,JKAL,1998,2004,3,12|13|14,5,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,BHARATIYA KISAN KAMGAR PARTY,Local Party,9356,BKKGP,BKKGP,BKKGP,1998,1998,1,12,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Akhil Bartiya Manav Seva Dal,Local Party,335,ABMSD,ABMSD,ABMSD,1998,1998,1,12,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,NATIONAL PANTHERS PARTY,Local Party,11814,NPAP,NPAP,NPAP,1998,1998,1,12,3,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Lok Shakti,Local Party,5137,LS,LS,LS,1998,1999,2,12|13,4,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Rashtriya Janata Dal,State-based Party,12103,RJD,RJD,RJD,1998,1999,2,12|13,6,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,ALL INDIA INDIRA CONGRESS (SECULAR),State-based Party,8856,AIIC(S),AIIC(S),AIIC(S),1998,1998,1,12,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Samajwadi Party,State-based Party,7425,SP,SP,SP,1998,2014,4,12|14|15|16,8,0,1,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Akhil Bharatiya Jan Sangh,Local Party,9325,ABJS,ABJS,ABJS,1998,1999,2,12|13,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,PREPUBLICAN PARTY OF INDIA,State-based Party,6911,RPI,RPI,RPI,1998,2009,3,12|14|15,3,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Janata Dal  (Secular),State-based Party,10979,JD(S),JD(S),JD(S),1999,2004,2,13|14,7,0,0,0,0,0,0,0,1
Lok_Sabha,Jammu_&_Kashmir,J & K National Panthers Party,Local Party,11097,JKNPP,JKNPP,JKNPP,1999,1999,1,13,3,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Samajwadi Janata Party (Rashitriya),Local Party,7408,SJP(R),SJP(R),SJP(R),1999,2004,2,13|14,5,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,COMMUNIST MARXIST PARTY OF INDIA,State-based Party,14635,CPM,CPIM,CPM,1999,2004,2,13|14,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Janata Dal  (United),State-based Party,11002,JD(U),JD(U),JD(U),1999,2019,2,13|17,2,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,All J & K Peoples Patriotic Front,Local Party,8954,AJKPPF,AJKPPF,AJKPPF,1999,1999,1,13,1,0,0,0,0,0,0,0,0
Lok_Sabha,Jammu_&_Kashmir,Sirpanch Samaj Party,Local Party,12825,SPSP,SPSP,SPSP,1999,1999,1,13,2,0,1,0,0,0,0,0,0
